model,id,text,gold_label,pred_label,prob_hateful,identity_abs_attribution,total_abs_attribution,identity_attribution_share,matched_identity_words,top_words
balanced_guardrail,10318118_gab,clapton told the crowd that england had become overcrowded vote for powell to stop britain from becoming a black colony that britain should get the foreigners out get the wogs out get the coons out then repeatedly shouted the national front slogan keep britain white prophetic,non_hateful,hateful,0.96581465,1.1682749688625336,5.272870505228639,0.22156337192503756,a:-0.016932;black:0.044537;coons:1.049632;white:-0.057174,coons:1.049632;out:-0.454962;wogs:0.440523;get:0.273172;vote:0.224011;the:0.211659;should:0.180401;britain:-0.164707;prophetic:0.135308;shouted:-0.134704
balanced_guardrail,10979482_gab,wishful thinking mr president these people will always hate you white man do not you get it yet u <user> stated that whichs very dangerous why do u refuse to understand that king kike trumps a genetic jew on his dads side wow hes its not an anglo saxon white man white nations,non_hateful,hateful,0.9918521,2.0276281125843525,6.20786002650857,0.32662271763958134,white:0.159933;man:0.072364;it:0.041392;u:-0.114830;u:-0.013554;kike:1.019094;a:0.074944;jew:0.204658;on:-0.080600;its:0.064439;an:0.056708;white:0.042153;man:0.068361;white:-0.014600,kike:1.019094;king:0.369348;wishful:0.320165;side:0.281411;mr:0.235315;<user>:0.234407;nations:0.227332;president:0.205126;jew:0.204658;understand:0.189432
balanced_guardrail,11678017_gab,in the meantime jewish advocacy receives billions in funding from jews and that ok but when whites do it ooh better watch out it all a scam better not organise someone might kike you,non_hateful,hateful,0.99673504,2.6845647003501654,4.836122799664736,0.5551068100537631,in:0.248940;jewish:0.346408;in:0.092089;jews:0.590888;whites:0.019907;it:0.076175;it:-0.026843;a:0.036035;kike:1.247280,kike:1.247280;jews:0.590888;jewish:0.346408;in:0.248940;the:0.228400;billions:0.201334;receives:0.189180;organise:0.188864;might:0.178281;advocacy:0.156585
balanced_guardrail,1178821631797538822_twitter,i am so glad to hear that <user> has joined the white supremacist movement with her towelhead comments now we can attack her with impunity cancel lily singh,non_hateful,hateful,0.96718854,0.28386980295181274,6.525694943964481,0.04350031765036147,i:0.068285;am:-0.024900;white:-0.107297;can:-0.083389,towelhead:3.248726;comments:0.650865;now:-0.345123;<user>:-0.225414;we:-0.211982;singh:-0.159825;impunity:0.149807;her:-0.143646;cancel:-0.135031;supremacist:-0.124187
balanced_guardrail,1178832944707915776_twitter,no chinks niggers or redskins ah i can already tell by the blunt racist dialogue from one of the white characters in the opening scene that this is going to be a good exploitation film,non_hateful,hateful,0.9737124,2.167833061888814,6.016558613628149,0.3603111348368551,niggers:1.599755;i:-0.237211;can:-0.087215;white:-0.135042;in:-0.028320;is:0.001644;be:0.067449;a:0.011198,niggers:1.599755;chinks:1.006151;redskins:0.862855;i:-0.237211;or:0.234642;ah:-0.204466;from:-0.197526;characters:-0.177186;white:-0.135042;the:-0.129739
balanced_guardrail,1178981039353581568_twitter,f the gop it drowning itself in the bathtub unless you people are just going to give up and let these nazi puke sacks win i am never going to quit fighting white supremacists until they are gone republicans are the party of white supremacy that their identity 👻,non_hateful,hateful,0.933798,0.7380013652145863,5.7689991681836545,0.12792537209655083,f:-0.083115;it:0.063996;in:0.060047;up:0.129557;i:0.128744;am:-0.041377;white:-0.186674;white:-0.044492,sacks:1.151366;win:0.373090;nazi:0.352689;puke:0.348657;these:0.328069;ðłĳ»:-0.292864;bathtub:0.271095;the:0.209333;white:-0.186674;gone:0.150502
balanced_guardrail,1213875760420794368_twitter,<user> yet colin nike exploits asians at an alarming rate i hate graham and the cult45 but i agree with him on this,non_hateful,hateful,0.89597756,1.062306234613061,5.877216832712293,0.1807498795518855,asians:0.720792;an:0.080339;i:-0.154312;i:-0.082148;on:0.024715,nike:2.286581;asians:0.720792;exploits:0.494273;yet:0.356903;rate:-0.255150;graham:-0.249236;hate:-0.196559;him:-0.195382;agree:-0.180884;i:-0.154312
balanced_guardrail,1226925254062362627_twitter,us black trans women are dying white vegans us eat meat white vegans you should be ashamed of yourself,non_hateful,hateful,0.62182707,2.3691501319408417,3.5301712714135647,0.671114784465451,us:-0.564586;black:0.325816;trans:0.179263;women:0.299012;white:0.366779;us:0.081652;white:0.338387;be:0.213655,us:-0.564586;white:0.366779;white:0.338387;black:0.325816;women:0.299012;ashamed:0.293424;you:0.251206;be:0.213655;trans:0.179263;of:0.135226
balanced_guardrail,12597139_gab,the french deserve to either end up as dhimmi moslem slaves or dead could there be anything more stupid apart from the politicians now running european countries france paris muslim islam islamofascism,non_hateful,hateful,0.9937808,3.3285142108798027,8.258158165030181,0.4030576969298865,up:0.042783;as:0.346050;moslem:1.257386;be:0.124976;stupid:0.445493;muslim:0.135250;islam:0.168142;islamofascism:0.808435,moslem:1.257386;islamofascism:0.808435;dhimmi:0.807976;stupid:0.445493;end:0.396990;deserve:0.364616;as:0.346050;french:0.326958;the:0.307227;politicians:0.301031
balanced_guardrail,15879649_gab,andrew anglin wants white women to be raped and beaten into submission he is just gross being out there just to shock white sharia is cancer and must be vehemently denounced,non_hateful,hateful,0.934148,1.567572258412838,4.331594713032246,0.36189264284042183,white:0.296993;women:0.015342;be:0.109211;is:-0.184607;white:0.617239;is:0.187432;be:0.156749,white:0.617239;sharia:0.416824;white:0.296993;and:0.211115;is:0.187432;is:-0.184607;andrew:0.182853;shock:0.181698;to:0.180295;denounced:0.175601
balanced_guardrail,18424064_gab,white guy puts ied in mall and the response is fuck all muzzies and spics stay classy gab,non_hateful,hateful,0.9933467,3.9112377762794495,6.419238589238375,0.6092993307393965,white:-0.512964;in:0.097649;is:-0.601572;muzzies:2.659147;spics:0.039905,muzzies:2.659147;is:-0.601572;all:0.535299;white:-0.512964;fuck:0.488342;response:0.354234;putsied:0.332133;classy:0.202433;gab:-0.154235;guy:-0.120936
